Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
15,126.26145079292961,19,41.36723322640064,218,556.5373051163353,0.19327721108961987,0.1630269223913507,302.7013978611366,0.8955100363061511,May,3,2,5,9,New_Visitor,True,True
25,34.775824276901666,23,26.412302311294734,243,2992.4109206477347,0.1931484708704363,0.04214299764404004,243.54109471132892,0.26092976963188286,Dec,6,1,6,16,Other,True,False
17,89.18000342310144,8,216.13209415263324,302,3359.433571124195,0.031142280936672175,0.16562426923312473,369.11911269838555,0.05607506902870918,Aug,1,8,2,8,Other,False,True
5,75.22342659163024,4,211.19051004130793,369,6775.400399789025,0.06927721159417914,0.11040230811460322,12.484276834193153,0.7799357181865139,June,2,1,6,7,New_Visitor,True,True
4,171.20774097585755,5,210.0486374439812,274,4014.4622949210634,0.06207697187400621,0.10231323217474142,260.18796252865485,0.7808661133144338,Apr,5,10,3,9,Other,False,True
27,263.31351337046294,18,274.7258318044698,69,3910.446044953086,0.1845357295704262,0.12272399625033706,314.08729724886047,0.06703853355314493,Oct,7,13,1,11,New_Visitor,False,True
15,105.52242997854302,11,104.68290659929545,46,4430.177990936716,0.017295043537417534,0.1262832770793363,204.17417921614614,0.1827427341222807,Jan,8,9,8,18,New_Visitor,True,True
12,4.82797412024718,4,168.33991690767695,116,1017.7129185655493,0.11772308344713678,0.11166686775969713,386.324781336541,0.1600232086321175,Jan,5,4,5,2,Other,True,True
27,207.57494570590276,4,185.84867489830484,589,4522.37275136168,0.0970744967746168,0.14028584147583864,15.33163452030264,0.46150077293170033,June,1,9,5,10,Other,True,True
4,242.30379574358884,17,293.84454856993875,516,4412.377969546583,0.19525390811026835,0.07160317628639438,209.72601428813934,0.24938525660803523,May,5,11,7,15,Other,True,True
12,385.14819760072385,5,93.70384311557754,253,6035.403643053727,0.19265992503925294,0.16214503887034454,125.16546974806482,0.747450970382147,May,3,6,1,2,Returning_Visitor,False,True
16,235.78832123729873,8,286.89935997118215,618,5073.225547907599,0.08479972012833639,0.04424098657711822,389.41856946796173,0.617693562557865,Sep,6,9,7,4,New_Visitor,False,True
17,188.46902375125674,10,44.620299924714416,172,7640.240269539486,0.0882748066896798,0.14286805064130612,382.79524263734345,0.6778511813960642,Jul,7,1,5,13,New_Visitor,False,False
7,229.36065035908152,22,229.2004368083526,428,640.8109706881602,0.07690697969289231,0.07708333567163889,38.761725308089055,0.3781188722895453,May,5,8,7,19,Returning_Visitor,True,True
12,371.1602519448108,13,189.86577000612382,35,6173.212625520449,0.1578344283359717,0.13897226025580547,157.26373094765566,0.4990244010087367,Apr,8,12,6,11,Other,False,False
29,331.3512582406585,23,245.06881118159623,406,6012.019083007879,0.020036219560684777,0.006484677927058625,88.2628019606031,0.6789432989191738,Apr,8,8,1,15,Returning_Visitor,True,True
28,129.1914933455232,1,8.605672091954142,415,2154.759463937461,0.023229380189483884,0.07805863462395415,331.9758884644274,0.5273888465770818,Jan,6,5,3,17,New_Visitor,False,False
18,94.9017454628549,13,23.439312881716745,684,5588.402161569871,0.14093855809666125,0.19262434231919176,364.7050569359506,0.07548239207022844,Feb,5,8,9,14,Other,False,True
25,105.05344494642945,24,20.908733870743756,411,5274.569982371322,0.003337352427604734,0.11457345312003231,354.18200892547725,0.3622904832993785,Aug,3,6,2,9,Other,True,False
2,201.7684158860852,18,177.88783664918634,487,2389.646916516034,0.13420595322648887,0.09986288554719239,142.78918995784312,0.9711828173312076,Jul,2,10,7,10,Returning_Visitor,False,True
23,297.61978049143113,9,180.8808202726614,691,5790.260030970468,0.025739206069928456,0.049488313872343474,120.87546977452241,0.501385581042075,Apr,4,4,6,1,New_Visitor,False,False
7,201.28768287318485,4,271.83146680649287,320,7445.218739673404,0.15723711580815397,0.09829813413066933,270.5121543039682,0.4105027733817893,Dec,3,12,6,17,Returning_Visitor,True,True
1,27.118558331245033,22,140.28105435553348,72,2441.7520307558334,0.1479276896837447,0.16468166102012166,372.42049076468294,0.8893914868064903,Jan,3,4,3,2,Other,False,True
7,289.4322801759924,3,20.41471650148918,568,7840.661033001195,0.036452059778052326,0.06768694929613144,24.69491210261885,0.6637302366867496,Apr,5,13,6,6,New_Visitor,False,True
26,322.38805146838155,6,62.85882048675463,577,1794.2943444780574,0.15138654157003437,0.11297649969426488,22.984025011144826,0.4264334146760693,Dec,4,2,5,10,New_Visitor,True,True
12,115.79914604788786,23,2.421928445352872,643,1077.1336812090303,0.1580461163518051,0.13471111503154073,161.42151688960325,0.5948152288563733,Sep,4,9,7,17,Other,False,True
12,265.65029571334014,12,233.0143575385215,412,616.4027863731886,0.18511242303244838,0.08017480253386314,167.3909250852344,0.3367676724830192,Apr,2,3,1,11,Returning_Visitor,False,True
0,170.63676042175734,9,244.67983106423236,123,1709.4668491171046,0.14488893220722707,0.056607835950809586,197.14336795845776,0.803410854380182,Jan,8,6,1,19,Returning_Visitor,True,True
5,355.64774229097713,9,299.3821248852408,384,2740.092944623991,0.1735202340125782,0.031114410771997305,199.71872602887802,0.7167285624910088,Oct,6,12,9,9,Returning_Visitor,False,False
23,338.09022326429596,3,123.65833471592829,603,5865.276262753479,0.12749594762973263,0.020238285273990388,185.68463461729309,0.2173895792176349,Aug,5,8,4,4,New_Visitor,True,True
18,210.1727993238569,15,5.789512620477755,652,576.0878281602944,0.12510327378217878,0.04821984691229506,313.05963179217264,0.3075754757243858,Sep,7,10,1,14,Other,False,True
15,276.6022183254378,14,70.41896444711166,231,4058.1212931059626,0.13506879433543748,0.003908047430792694,305.91671250002463,0.0028099871252694752,Dec,5,5,9,19,Other,True,True
7,353.33988040884157,20,176.33066029898876,581,4149.941444057837,0.08127028146455884,0.15203325551318342,300.27809573859383,0.7910145339972185,Mar,4,13,3,6,Other,True,False
27,198.2868040313102,10,288.58289011582093,432,1823.5442893484421,0.045714753591071244,0.022353761521340457,130.62766746830837,0.0902598657406739,Feb,6,2,7,5,New_Visitor,False,True
0,125.30029619552879,18,31.073565441238294,490,363.65327118257085,0.08266293898869592,0.1797963589780779,7.365646248252,0.572262579037665,May,7,12,7,9,New_Visitor,False,True
26,301.4664551638325,20,36.471906048222834,686,1800.9521766839925,0.11867804371451528,0.1021415903430957,328.97850240387237,0.8463603287415736,Jan,6,3,6,4,New_Visitor,True,True
26,88.02650191387671,23,210.52769558368288,85,1843.1161156755768,0.1380010680611972,0.09139156863304848,370.860195130633,0.9661193177055464,Apr,4,6,4,20,New_Visitor,True,True
15,155.4124592024168,2,200.16211650646486,29,5504.190021869303,0.09134072442005044,0.012956340172341286,229.64518669576069,0.3190517933949929,June,2,6,7,13,Returning_Visitor,True,True
8,346.2908948427175,14,75.15190659354992,666,1870.2356696887489,0.06602208652318024,0.026666176612570848,48.193337596976974,0.18362485082915025,Jul,6,5,6,19,New_Visitor,True,True
12,289.768936107726,15,243.94343730435568,199,2722.113542104798,0.04937821240417106,0.17135155219916956,63.179958223788546,0.9871338869479444,Dec,5,9,1,10,Returning_Visitor,False,True
10,161.5244020989997,13,38.63362664323896,155,379.43968829861683,0.03663980133662242,0.13455425337317872,342.7083579803225,0.1862607754296809,Feb,8,13,8,8,New_Visitor,False,True
12,85.89780096334296,4,277.72255343302794,531,4991.567962393043,0.09527398484127479,0.018907541917163907,265.16997583760553,0.1503002494402711,Oct,8,3,1,14,New_Visitor,True,True
24,142.3873563328946,16,60.30957909972642,151,3793.1500482542806,0.14127817070719825,0.13623383416734766,98.42345520840747,0.9248192731585508,Sep,2,2,9,17,Returning_Visitor,True,True
20,113.6416596909732,17,24.405711816901498,76,2759.7557611203724,0.16596963509611468,0.026191007377430832,74.59874444917784,0.9361532719745728,Dec,3,8,4,15,Returning_Visitor,False,True
9,70.43571517754157,18,101.85662594215638,327,5623.0427582139255,0.06906239681208606,0.14652273839146285,116.83655341622949,0.4791950724997117,Feb,2,2,7,12,New_Visitor,True,True
3,297.33316542626267,0,56.352386560363485,171,5456.975188238607,0.12223285361309733,0.18891314851147886,123.19554700615444,0.6402987193297807,May,3,12,8,14,Returning_Visitor,True,True
26,100.8279547400686,24,158.08236751080986,404,2623.2572496277003,0.09554160447166848,0.15166974844670322,326.95656134744445,0.41784822400846955,Jul,1,13,7,10,Returning_Visitor,True,True
5,181.66698806710554,8,206.05396121151782,405,5675.261209579929,0.19325243528629607,0.1647622289627884,358.86839872253245,0.927200684677312,Nov,2,1,7,3,Returning_Visitor,False,False
27,154.34377873444362,20,147.27647354348736,697,2785.6792776381376,0.17647857491325789,0.12412320663041754,100.66695830336813,0.8353129736038195,Sep,5,12,6,3,Other,False,True
6,392.83095145425233,13,198.18219954329328,361,1775.994194808769,0.17645469000901715,0.000742695119341974,76.77835479895619,0.5140489789355825,Jul,6,10,8,2,Returning_Visitor,True,False
4,156.4368976592882,19,109.47615431999532,127,5758.638811195845,0.11584021806303445,0.15703928748143423,221.1908010382079,0.44613964595982525,June,5,11,6,15,Other,False,True
10,31.992993118701918,20,8.376779171591997,522,5824.205881428396,0.08736651792574582,0.08082070167737126,227.00078494500255,0.6869842927735961,June,4,8,9,18,New_Visitor,True,False
12,35.93030102883361,19,292.2192372675447,335,6926.135507426228,0.13037142343761113,0.17460925486973466,90.75214332344177,0.6646118895376764,May,7,3,1,5,Returning_Visitor,True,True
25,236.30148854122592,20,245.8240513619986,692,4007.5540109643066,0.031930488148066406,0.11455961652696432,327.23590738531925,0.08134718843604383,Sep,7,1,5,9,Other,True,True
24,239.74542069530625,22,22.025647225388422,264,1859.0317810047266,0.17659454782765982,0.038312914608401916,368.0240990901983,0.27893739770396186,Dec,1,4,9,5,Other,False,True
18,167.50359619306198,10,134.75291884690031,194,6695.176560134983,0.05424655268768437,0.010973785217998456,32.549156350113996,0.43856036183805036,Nov,4,9,5,16,Other,True,False
22,172.73747692481186,23,190.50572102156238,99,1397.3355722886477,0.16537981794019402,0.11101807989782148,303.77191224743126,0.5608121021869148,Oct,4,1,7,19,Other,True,True
9,21.573033136348485,1,57.17828117179137,563,7508.9087007022545,0.059700207711360954,0.11337210221719661,200.6016983970216,0.1914823525723125,Apr,5,8,7,11,Returning_Visitor,True,True
9,206.6186041557049,19,173.39658340883145,370,2453.228248951783,0.10440390949373264,0.17201353866008284,78.24805195911159,0.3199244750499347,Feb,2,13,4,16,New_Visitor,False,True
10,201.89579015214068,23,160.0945854353061,427,150.10373629177565,0.1544552658083786,0.007750446959254332,171.69833542919113,0.5042741511086727,Jan,3,11,3,2,New_Visitor,True,True
20,59.81972742277782,22,62.47955656041143,586,1494.1305739339316,0.07874778157265608,0.16425165599207636,202.46254872255355,0.9008825676219948,Apr,6,13,9,5,Returning_Visitor,True,True
29,41.53575444437103,24,42.36309278323598,132,3318.334705339311,0.07160075508086187,0.08112671394377874,234.3703585338483,0.3880961448845983,Jan,1,1,5,12,New_Visitor,False,True
6,49.4289962397962,4,227.68868688559124,255,441.51443012975466,0.1775744407129816,0.10566757310044073,13.502895402205839,0.29454881914188946,Sep,6,5,5,4,New_Visitor,True,True
17,40.41129859650341,21,96.77593384489012,449,3276.167820536623,0.013781798560317872,0.1066781455299646,278.6343705790346,0.852901951549591,Aug,4,7,5,15,Other,True,False
3,243.88327821470392,23,73.212160152673,403,1623.056659114189,0.16830685659888678,0.07646519483038708,203.45920902379638,0.23169944338934279,Apr,6,9,1,13,Other,True,True
1,78.59306096116745,14,221.3635058417966,654,151.63465490234262,0.18563969038138534,0.037200331068434477,255.92721418177743,0.6042822360911767,Feb,3,7,8,17,Returning_Visitor,False,True
13,100.57206087498538,11,220.82060760689458,579,2392.0518216868495,0.11263219129001772,0.015764608193029495,339.94942256573023,0.4136606272767226,Oct,6,8,7,3,Returning_Visitor,True,True
12,69.42885766057589,13,82.92049690086874,53,1810.4364368686897,0.1391941182220522,0.04139806219196778,226.21623676622096,0.9069617921357962,Oct,4,1,2,18,New_Visitor,True,True
28,383.1341217794012,10,261.7705383755561,406,3358.077814963138,0.1722895589088864,0.14285291524681729,358.2107361220343,0.6867205600167614,Nov,7,6,5,15,Returning_Visitor,False,True
11,341.8469852607342,20,206.47504952170272,384,6072.122584075144,0.08710557513388209,0.1364522154906433,317.22421026055997,0.8876176629777809,June,7,4,2,17,New_Visitor,True,True
6,92.19793494060835,8,103.72926534646143,241,4078.204400028396,0.1757575840898985,0.13508420723161574,251.87263101461062,0.6603788278862794,June,1,12,3,11,Returning_Visitor,True,True
1,131.0265175688504,19,128.24689505539766,46,6144.52212333426,0.07445226877539982,0.18153790991328314,232.5788955541051,0.5620438995976721,Mar,8,9,8,18,Returning_Visitor,False,True
12,83.95713692199887,7,218.01290577918533,114,2693.4337880490125,0.061294283370765215,0.09137426205681194,172.8704227713775,0.4168116265779379,Mar,1,11,6,19,New_Visitor,False,True
13,196.7503837843295,11,63.4751498686476,129,105.47674639004079,0.19664010826173006,0.15182745423419144,351.8790797942167,0.6123579661686535,Jul,7,11,4,17,New_Visitor,False,False
26,7.844212989701438,2,140.62823774256722,556,7377.385114521827,0.006229599329849434,0.13364314254395768,165.3910114231107,0.7870861710840648,Nov,4,5,6,7,Other,True,True
16,268.5472035587183,20,196.06750267742987,154,2517.7160526219504,0.06391215937500183,0.18740757437353506,8.309566352232611,0.4312850879360004,Jul,3,2,4,16,New_Visitor,False,True
8,209.26325992705665,14,161.84956440261396,494,4215.021099292191,0.0917100125730324,0.13396013555633676,13.501795445466858,0.638515962905042,Oct,7,11,1,2,New_Visitor,False,True
16,359.4555713204413,7,182.49850377134797,81,3753.7175768800867,0.06217685475037156,0.036044654797226496,370.2230364461405,0.44342911760078096,Sep,4,13,2,20,Other,False,True
7,65.75707373136565,6,163.8637498430339,668,4664.680657215119,0.05643257823823216,0.1488495976670315,47.52159461874328,0.09624186520100941,June,3,8,5,13,Returning_Visitor,True,True
1,321.6436984244527,16,59.768233137006035,24,7079.712827590987,0.0741361454454139,0.0715951036369216,314.7712152110005,0.5615936228796048,Oct,7,4,3,15,Returning_Visitor,False,True
27,316.7844057866863,11,123.06160349178641,333,6937.95602113313,0.07961219978904982,0.050998012229515194,339.9793555510788,0.06500516456861383,May,6,9,4,10,New_Visitor,False,True
23,50.87247568675477,19,159.5956486432637,181,7848.241813939798,0.014320814159258611,0.05563088187385423,220.51403888969995,0.5971441207971009,Oct,4,10,9,4,New_Visitor,False,False
12,159.42368965765104,17,234.01882270378383,431,4226.9541283596955,0.1550483939181211,0.1650157964677351,335.9813640200775,0.839262966005899,Sep,5,4,4,11,Other,False,True
2,68.06105645780676,17,196.1712711508628,173,7379.713548608704,0.033649368673321293,0.09057019745817185,42.54445273303986,0.15565345452687618,Feb,3,9,9,9,Other,True,True
15,101.88820018301956,14,127.97728355578043,40,3859.6018846313855,0.00820430947908053,0.09382005476050002,399.61561438308786,0.5962577711976653,Feb,8,10,7,5,New_Visitor,False,False
5,105.29846993221774,22,292.31994964774367,444,355.23071391772373,0.11807583185904627,0.0021370142084394584,238.89335066615476,0.05890820216607806,Nov,6,7,1,4,Returning_Visitor,False,True
18,222.4945576103091,2,32.33865650391755,394,1169.5589411130572,0.1337187273764866,0.054030899809416534,341.1883407969255,0.2711609091283488,Apr,2,3,7,13,New_Visitor,False,True
29,164.5643727041862,18,62.041460566490514,287,2671.888584941506,0.1520558328403901,0.17667551189941816,109.29334568744147,0.1258558161177068,Apr,8,7,8,12,New_Visitor,True,True
6,379.09312160252216,14,102.3937830094992,560,5803.661261928432,0.017556863851558725,0.09961375290153085,124.5004170178886,0.024852655651483646,Oct,7,4,6,12,New_Visitor,False,True
9,50.54805677880205,15,68.57162309637305,261,650.9720192259412,0.034344997515345414,0.0832766913403818,61.43092761235827,0.8454640773291098,Oct,2,8,7,10,New_Visitor,False,False
8,389.47685394007954,21,187.6325990418034,56,2892.4157951448547,0.03646348201374485,0.014795565158725578,286.6519794533771,0.40994583196564893,Oct,7,6,1,12,Other,False,True
1,92.25545608570557,21,11.865218800876576,5,7858.888375287191,0.11872805515197041,0.05868180977195077,9.442565727359975,0.1513503221903345,Apr,1,8,7,5,Returning_Visitor,False,True
27,309.1495745527412,16,53.23103528202478,558,6285.443010212607,0.17794428272309532,0.026240938057235777,43.25557334146515,0.6352504136737921,May,2,9,6,15,Returning_Visitor,False,True
27,135.58797046912855,0,88.00417129758131,574,4575.9657880085315,0.14128540992405142,0.03288120544054103,69.18391872123647,0.9013153616178052,Nov,3,4,9,3,New_Visitor,False,True
14,57.232558166925564,10,205.00373252379495,578,494.16202560942855,0.06294148523552555,0.0677636506661498,276.40816040215253,0.5015436329921079,Mar,8,7,8,20,Returning_Visitor,False,True
29,343.155674098496,5,262.7594647743384,694,116.95130133378129,0.17063203709828378,0.013418738403660459,261.7681228669467,0.8293124105196621,Feb,3,8,1,15,Other,True,True
4,123.54435969458528,22,239.54753116591633,161,841.9858868190441,0.13395872182210433,0.15565615392874674,248.60261989162757,0.8426599513655793,Dec,2,2,7,20,Returning_Visitor,True,True
28,263.54216169073686,8,54.62427997507646,296,2617.0403933869766,0.13768940896493376,0.12437169727723188,164.99271095510312,0.7503552715906686,Apr,7,4,8,16,Returning_Visitor,True,True
21,226.57747403465063,19,169.62172753232073,616,4851.146767665663,0.19147202807511138,0.15994842880933288,373.811800335566,0.27503667899433826,Nov,7,8,6,20,Other,False,True
3,188.70252375634973,15,9.006793603406171,56,1579.841324693196,0.1900729282581651,0.06956890572333922,385.1854874567343,0.4677892044672549,Nov,1,2,2,10,Returning_Visitor,True,True
19,198.32778905941564,5,93.16103260585835,527,409.2085940870618,0.07713453801264061,0.044432826559516726,147.864510257055,0.14541732222996728,Sep,1,12,4,17,Other,True,True
3,292.895165636915,11,241.79513844849802,58,726.7865846137571,0.1271669993261297,0.11799931106249906,210.499857003285,0.9203097777549814,Dec,6,6,6,20,New_Visitor,False,True
17,35.10916564937623,18,136.99971412300187,165,3414.3596147289886,0.04040405929516336,0.004389084218825623,277.7580533289847,0.6583805001879252,Apr,6,2,3,18,Other,False,False
3,267.2722647831621,12,44.98239668275037,545,6185.016115147749,0.08238245079103784,0.017804563886501226,107.17168851134633,0.005626757418432882,Nov,2,4,8,17,Other,False,False
26,358.3248405594315,12,131.5660144464938,45,6568.700404933733,0.05468259617420035,0.14829230426243065,305.16731387920913,0.7998117594603205,Oct,5,4,6,6,Returning_Visitor,True,True
16,23.11527880794566,3,59.40987763866848,46,2328.419328144413,0.07347299008100834,0.17747772521970315,307.8055421582161,0.01455379631151299,Dec,8,4,1,20,New_Visitor,False,True
11,56.2613356934667,8,117.95743735918884,389,5307.505333949236,0.1350812727374761,0.041095413142194406,200.3503012427795,0.6122876981402412,Oct,5,2,2,4,New_Visitor,False,False
21,286.65277468081257,13,146.350041824353,251,3141.678485577689,0.04204903546409693,0.15819865691455146,166.2701478030582,0.44001099914395103,Jan,8,2,5,6,Returning_Visitor,True,True
16,174.91265929784703,13,104.86743375330853,165,7780.101627970347,0.036065795841669024,0.07673197717096313,256.361149944177,0.20846490056219003,Nov,4,2,9,3,Other,True,True
9,161.41944832547534,16,281.09068513015825,367,3239.6873477589897,0.07586768073507875,0.08318567784619416,6.528596544227128,0.7542330502453141,Dec,2,7,1,4,Returning_Visitor,False,False
21,54.786653817694344,4,168.7590892669146,378,3167.229043716649,0.019627587046209483,0.17680387485527882,342.33070947442104,0.9986181681277068,Oct,5,1,3,16,Other,False,False
0,202.70801628711524,22,252.867802184069,316,4012.54090676551,0.16277874898170278,0.12420806657993277,345.8319959059603,0.7030973398610522,Dec,7,4,2,19,Returning_Visitor,False,True
21,50.6181244785509,18,228.21856411667406,131,204.0202400756188,0.19169971844076567,0.16238507460760343,202.07441228720202,0.8076050212514063,Aug,8,10,8,17,Returning_Visitor,False,True
25,190.64818252421617,1,198.34989278033297,388,3343.4262385738566,0.160267349950101,0.15515328818534724,6.664882120358584,0.9128099348296914,Mar,8,7,3,19,New_Visitor,True,True
23,305.44611958466265,12,149.06662449077467,581,6629.664114803081,0.10628161226951774,0.11481840001636504,148.56768481069298,0.44136341254997113,Jan,8,6,4,17,Returning_Visitor,False,True
26,103.30574315486541,10,0.6521351344762505,571,4896.656117608319,0.1348273277535351,0.1495716175893229,182.05043305016696,0.6383864046255566,Jan,3,3,2,18,New_Visitor,True,True
17,192.31446727189092,1,184.04028016562515,347,7755.3686190905355,0.16111567665250154,0.14164164503831705,336.21923296566575,0.5318515458131997,May,8,8,6,4,New_Visitor,False,True
17,396.8063877587343,0,106.78723590074931,617,2604.9831123468143,0.013645679650520126,0.09605670104336517,13.705721598113074,0.31631197036086456,Nov,5,11,7,16,New_Visitor,True,False
13,274.6601693416149,20,35.32865004039564,496,1292.1943004075986,0.08362479977012652,0.030367581039616922,203.15010212215975,0.06430337444516421,Apr,2,1,9,17,Other,True,True
14,336.54270852207947,2,133.38787908362332,695,6004.611009403476,0.028756086674766392,0.053275371600458636,183.81302294798334,0.8577418715598275,Jul,3,4,1,9,Returning_Visitor,False,True
28,165.9390426242183,11,220.66599668499143,510,349.2559328248701,0.01814859667328723,0.07527499677465554,88.67897547809713,0.10214757197736846,Jul,4,12,2,10,New_Visitor,True,True
11,307.1443692503421,6,288.50333840961116,518,1276.4469833799926,0.15179461185720522,0.11733779848043586,97.36762988414122,0.5625958086625688,Sep,4,13,2,5,Returning_Visitor,False,True
3,16.203669176528734,0,112.2314673366246,451,4055.597847871991,0.1716141705521903,0.05955537639483149,232.36559791861086,0.031501910731283056,Dec,3,11,5,1,New_Visitor,True,True
26,49.16447301689799,8,162.816989611493,542,6028.309287419936,0.016759166678307437,0.0410730411621139,387.4804413138132,0.5357003299233226,Nov,2,6,3,8,New_Visitor,True,False
2,81.22823716802485,17,255.3733150090755,215,4807.759871279246,0.03576036253577526,0.007109772422345762,317.1728013901623,0.056833850741289105,Mar,3,6,6,19,New_Visitor,True,False
19,160.78076984608782,23,100.19982598500444,469,7959.140546988138,0.044164229539064785,0.04250493635109596,200.0548681879413,0.7078754947378441,Oct,2,11,7,10,New_Visitor,True,True
28,338.2979513303053,19,42.677173491244616,303,5239.523241208954,0.17139061952644108,0.10781574995116244,229.6339827663782,0.5933148725290385,Oct,7,4,4,1,Returning_Visitor,True,True
11,138.5064203151722,5,84.56454936980671,297,5799.73874131371,0.182713792963975,0.027924271549469373,229.65978030372742,0.7183990228559638,Nov,3,10,6,16,Other,False,True
6,261.84847740618517,8,269.7368489425164,345,7951.327968643219,0.15299501516172787,0.005871113141832818,280.5991456879592,0.5660424657663146,Feb,1,5,4,1,Returning_Visitor,True,True
28,283.72571792139337,22,47.817932538551325,285,4739.7002094746185,0.15927535112692204,0.01493844682161667,134.92736238318628,0.7453516068387602,Jan,4,2,9,16,New_Visitor,False,False
10,234.47294163533655,7,98.76631830203462,125,5716.946906697287,0.06853783067647577,0.19042110737248397,270.4283543200182,0.3664859242456763,Feb,8,2,7,14,Returning_Visitor,False,False
0,142.89678726805448,22,139.39209315010217,50,2386.6207049681148,0.08166294469183244,0.007094451167673666,101.73700744416578,0.3275940150169213,Feb,6,12,7,6,Returning_Visitor,True,True
5,230.82133668541772,17,254.133967047276,418,4294.044138481999,0.05609785357089719,0.0944668539613589,321.1808289611726,0.49409983082580244,June,5,9,1,13,Other,False,False
14,136.90623711589848,24,281.3139850958924,50,7295.61925628657,0.1916760251721405,0.13765479311825707,376.14237346483714,0.5046170936041279,Jan,3,6,4,19,Returning_Visitor,False,True
14,33.54949542080483,14,127.74309288997645,470,6826.57563344788,0.14553128375384503,0.044623175273153876,224.38181965896788,0.3390382382026218,Aug,6,12,6,1,New_Visitor,False,True
18,397.1215912744058,0,279.58621450605466,375,2450.303321795613,0.06826914948765368,0.19283696794849725,28.584224724764695,0.49560664993950654,May,4,10,8,5,New_Visitor,False,True
10,50.872981453004364,13,48.437728457326365,364,2857.743120047984,0.027135062108687925,0.004540655053604237,284.72774047625194,0.21208274556216866,Jan,4,6,9,10,Other,True,False
25,28.939353534422942,17,47.05568756891112,231,6770.988876877212,0.038961941385587645,0.17601850773120264,370.98445243288387,0.6514103667146056,Dec,3,4,3,3,Returning_Visitor,False,True
22,351.41229968286234,18,284.77524589043935,689,2277.3912923228822,0.04081672380842141,0.07829970616125995,377.69251219600545,0.9717603514250697,Jul,5,4,4,1,New_Visitor,True,True
25,120.73386435715805,18,152.90404005849936,669,7100.943746134385,0.12296222072578167,0.07676708626866534,364.31010487691384,0.6047756130639445,Aug,8,8,1,6,New_Visitor,True,True
1,260.11878962940307,9,55.77235060618618,658,6190.155541683066,0.18059126828245584,0.09444195094342306,225.3563769742906,0.47488791525216045,Dec,5,1,8,19,Other,False,True
13,131.60229186489315,19,146.39711117266856,479,1218.8518585601623,0.17373555004838384,0.19428054972533004,367.2357467721625,0.9049373356280817,Jan,3,5,1,13,Other,True,True
1,156.58170831778847,20,234.96334661371546,305,5758.119840774479,0.01394350546993779,0.12561709433766893,107.21090915316402,0.6588044659521313,Feb,3,6,5,18,New_Visitor,True,False
28,104.8451888067186,5,248.0761097170571,437,6674.615163423296,0.14181135478171875,0.17571467618404027,57.54317581505863,0.2971509802405392,Sep,8,5,9,4,Returning_Visitor,True,True
3,137.21760231720407,16,259.1907769947727,250,1154.7420173206078,0.033537229736821626,0.0055651347816454205,190.63914001626108,0.6205716521284225,Oct,1,10,5,1,Returning_Visitor,False,True
16,164.28016023461726,13,170.87127092622555,341,3658.7904396977765,0.06207170343477673,0.17938800508975777,12.354745306225823,0.7457591970636219,Feb,7,5,7,20,New_Visitor,False,True
2,288.16642763693716,12,260.0838043103641,131,6901.025309440067,0.10876133824830332,0.042692199556638166,30.903736898044265,0.7709927850573094,Dec,4,2,7,11,Returning_Visitor,False,True
12,204.6144776939167,7,153.0090626409764,523,1589.2000629775982,0.16818363953924076,0.06299168080901732,240.5497051447639,0.007909539065579452,Dec,2,7,5,1,New_Visitor,False,True
8,377.4260868627908,21,182.1179707173232,654,3592.7131560362423,0.047349102276667825,0.014721564945797062,281.6076438080876,0.7651419744682023,Jul,2,11,3,19,New_Visitor,False,True
6,16.752157535510204,9,227.61594068149358,505,4902.1616816981805,0.17476605547130722,0.1830150222146024,55.47975687640938,0.7992372441970734,Apr,6,1,9,8,Returning_Visitor,True,True
14,201.22732905281126,8,127.63058781315254,398,778.0188752743635,0.1469482219010469,0.10522080254167242,136.53696087368203,0.17504288806452784,Aug,7,5,3,10,Other,True,True
22,233.68991553268725,4,22.074446141632432,117,1696.4463054237547,0.13485263232021805,0.018015020856516607,323.12043435145677,0.850989781261778,Sep,5,6,7,16,Returning_Visitor,True,True
28,368.07879442970955,22,105.04990705730928,60,3733.8430136161087,0.0265809543138521,0.07948741297116578,80.3800003235454,0.7122048435978668,Aug,6,10,8,16,New_Visitor,True,True
28,19.663409448571034,3,187.1832650387881,180,2989.4508482759106,0.0948451812645971,0.0762337481064635,356.23524120730605,0.6196005367577703,Apr,2,1,6,13,Returning_Visitor,False,True
10,229.39983397408642,5,57.69971089184306,312,2598.2079285432624,0.05502578261163023,0.010165323762108592,224.62973078058687,0.7692070376958213,Feb,7,10,7,7,Other,False,True
19,341.4519714111828,5,44.515609049892014,264,210.9360137381371,0.11762858564765553,0.06952499992740373,237.33508713140972,0.25306324964505544,Feb,3,7,9,18,Other,False,True
1,96.77109124769463,12,87.92416337743128,28,7423.4797726950055,0.13471987837077734,0.05857946605261932,60.01334047164679,0.1542568384650589,Nov,6,1,2,16,Returning_Visitor,False,True
14,350.516939409575,3,9.633438683346407,262,6971.382408983827,0.013073485844868294,0.18389304948402255,24.659153979442028,0.06908613317944112,Jan,2,4,7,9,Returning_Visitor,True,True
